LOAD DATA
INFILE *
INTO TABLE host_service_charge
REPLACE
FIELDS TERMINATED BY '|'
TRAILING NULLCOLS
(
assetno
,pri
,pct
,charge
,amount
,account
,service_id
,hr_id
,journal
)
BEGINDATA
113400.00|0|20|12.19|2.44|72618|45||
133837.00|1|100|14.02|14.02|80740|27||
PMAKS3.00|0|100|14.02|14.02|64059|27||
PMAKS4.00|0|100|14.02|14.02|64059|27||
LHNZ00.00|0|100|6.08|6.08|64059|9||
LHNZ00.00|0|100|12.98|12.98|64059|14||
LHNZ00.00|0|100|7.18|7.18|64059|18||
LHNZ00.00|0|100|2.93|2.93|64059|24||
LHNZ00.00|0|100|14.02|14.02|64059|27||
LHNZ00.00|0|100|0|0|64059|31||
LHNZ00.00|0|100|13.36|13.36|64059|39||
118586.00|0|100|6.08|6.08|64059|9||
118586.00|0|100|12.98|12.98|64059|14||
118586.00|0|100|7.18|7.18|64059|18||
118586.00|0|100|2.93|2.93|64059|24||
118586.00|0|100|14.02|14.02|64059|27||
113928.00|0|100|8.21|8.21|50187|37||
113928.00|1|100|13.36|13.36|50187|39||
113928.00|0|100|12.19|12.19|50187|45||
121323.00|0|100|6.08|6.08|50187|9||
121323.00|0|100|12.98|12.98|50187|14||
101383.00|0|100|2.93|2.93|64082|24||
PARUN0.00|0|100|14.02|14.02|3825|27||
UICES6.00|0|100|14.02|14.02|4140|27||
121323.00|0|100|7.18|7.18|50187|18||
121323.00|0|100|2.93|2.93|50187|24||
113928.00|1|100|0|0|50187|31||
121323.00|0|100|14.02|14.02|50187|27||
109762.00|999998|100|8.21|8.21|1583|37||
109763.00|999998|100|14.02|14.02|1583|27||
109763.00|999998|100|12.98|12.98|1583|14||
109763.00|999998|100|6.08|6.08|1583|9||
109763.00|999998|100|2.93|2.93|1583|24||
109763.00|999998|100|7.18|7.18|1583|18||
109763.00|999998|100|12.19|12.19|1583|45||
109763.00|999998|100|8.21|8.21|1583|37||
109764.00|999998|100|14.02|14.02|1583|27||
109764.00|999998|100|12.98|12.98|1583|14||
109764.00|999998|100|6.08|6.08|1583|9||
109764.00|999998|100|2.93|2.93|1583|24||
109764.00|999998|100|7.18|7.18|1583|18||
109764.00|999998|100|12.19|12.19|1583|45||
109764.00|999998|100|8.21|8.21|1583|37||
109765.00|999998|100|14.02|14.02|1583|27||
109765.00|999998|100|12.98|12.98|1583|14||
109765.00|999998|100|6.08|6.08|1583|9||
109765.00|999998|100|2.93|2.93|1583|24||
109765.00|999998|100|7.18|7.18|1583|18||
109765.00|999998|100|12.19|12.19|1583|45||
109765.00|999998|100|8.21|8.21|1583|37||
109768.00|999998|100|12.98|12.98|1583|14||
109768.00|999998|100|14.02|14.02|1583|27||
109768.00|999998|100|6.08|6.08|1583|9||
109768.00|999998|100|2.93|2.93|1583|24||
109768.00|999998|100|7.18|7.18|1583|18||
109768.00|999998|100|12.19|12.19|1583|45||
109768.00|999998|100|8.21|8.21|1583|37||
109769.00|999998|100|14.02|14.02|1583|27||
109769.00|999998|100|12.98|12.98|1583|14||
109769.00|999998|100|6.08|6.08|1583|9||
109769.00|999998|100|2.93|2.93|1583|24||
NC0182.00|0|100|25.13|25.13|4750|47||
128341.00|0|100|6.08|6.08|80904|9||
128341.00|0|100|12.98|12.98|80904|14||
128341.00|0|100|7.18|7.18|80904|18||
128341.00|0|100|2.93|2.93|80904|24||
128341.00|0|100|14.02|14.02|80904|27||
128341.00|0|100|8.21|8.21|80904|37||
128341.00|0|100|12.19|12.19|80904|45||
USADEH.00|0|100|12.98|12.98|4121|14||
USADEH.00|0|100|6.08|6.08|4121|9||
USADEH.00|0|100|2.93|2.93|4121|24||
USADEH.00|0|100|7.18|7.18|4121|18||
USADEH.00|0|100|12.19|12.19|4121|45||
USADEH.00|0|100|8.21|8.21|4121|37||
FC8846.17|0|92|6.08|5.59|56680|9||
FC8846.17|0|8|6.08|.49|62090|9||
